"","when_began_current"
"3627","2012"
"3628","1694"
"3629","2005"
"3630","2005"
"3631","2005"
"3632","2012"
"3633","1989"
"3634","1989"
"3635","1989"
"3636","1987"
"3637","1987"
"3638","2016"
"3639","1962"
"3640","2015"
"3641","2015"
"3642","2015"
"3643","2015"
"3644","1977"
"3645","1977"
"3646","1977"
"3647","1977"
"3648","2015"
"3649","1992"
"3650","2000"
"3651","1994"
"3652","2019"
"3653","2019"
"3654","2019"
"3655","2019"
"3656","2019"
"3657","1991"
"3658","1991"
"3659","1989"
"3660","1989"
"3661","1989"
"3662","1989"
"3663","2001"
"3664","2013"
"3665","2001"
"3666","2022"
"3667","2022"
"3668","2021"
"3669","2017"
"3670","2017"
"3671","2017"
"3672","2017"
"3673","1995"
"3674","1995"
"3675","2016"
"3676","1978"
"3677","1978"
"3678","1978"
"3679","1978"
"3680","1978"
"3681","1978"
"3682","1978"
"3683","1978"
"3684","1981"
"3685","1981"
"3686","2010"
"3687","2010"
"3688","2010"
"3689","2017"
"3690","2022"
"3691","2022"
"3692","2022"
"3693","2022"
"3694","1995"
"3695","1995"
"3696","1995"
"3697","1977"
"3698","1977"
"3699","1977"
"3700","1977"
"3701","1977"
"3702","1977"
"3703","1977"
"3704","2005"
"3705","1994"
"3706","1994"
"3707","1994"
"3708","2005"
"3709","2017"
"3710","2010"
"3711","2010"
"3712","2010"
"3713","2010"
"3714","1999"
"3715","2021"
"3716","2021"
"3717","2021"
"3718","2021"
"3719","15"
"3720","15"
"3721","0"
"3722","0"
"3723","2012"
"3724","1993"
"3725","1993"
"3726","1993"
"3727","1986"
"3728","2014"
"3729","2017"
"3730","2014"
"3731","2019"
"3732","2020"
"3733","2020"
"3734","2020"
"3735","2020"
"3736","2020"
"3737","2020"
"3738","1991"
"3739","1991"
"3740","2012"
"3741","1999"
"3742","1999"
"3743","1999"
"3744","1999"
"3745","1994"
"3746","1994"
"3747","1994"
"3748","1997"
"3749","1997"
"3750","2012"
"3751","1993"
"3752","2016"
"3753","1982"
"3754","1996"
"3755","1996"
"3756","1974"
"3757","1986"
"3758","2015"
"3759","2015"
"3760","2015"
"3761","2015"
"3762","2015"
"3763","2021"
"3764","2016"
"3765","2016"
"3766","2016"
"3767","2016"
"3768","2016"
"3769","2016"
"3770","2014"
"3771","2014"
"3772","2014"
"3773","2014"
"3774","1996"
"3775","2003"
"3776","2016"
"3777","2017"
"3778","2017"
"3779","2001"
"3780","2011"
"3781","1989"
"3782","1997"
"3783","1997"
"3784","2015"
"3785","2015"
"3786","1995"
"3787","1969"
"3788","1986"
"3789","1986"
"3790","1989"
"3791","1987"
"3792","1987"
"3793","1987"
"3794","1997"
"3795","1999"
"3796","2022"
"3797","2017"
"3798","2017"
"3799","2000"
"3800","1975"
"3801","1995"
"3802","1995"
"3803","1995"
"3804","1987"
"3805","1994"
"3806","1994"
"3807","1994"
"3808","2011"
"3809","2011"
"3810","2016"
"3811","2016"
"3812","1996"
"3813","2022"
"3814","2022"
"3815","2022"
"3816","2000"
"3817","2016"
"3818","2001"
"3819","2018"
"3820","2013"
"3821","2013"
"3822","2013"
"3823","2019"
"3824","2019"
"3825","2019"
"3826","2019"
"3827","2019"
"3828","2019"
"3829","2015"
"3830","2015"
"3831","2015"
"3832","2018"
"3833","2018"
"3834","2004"
"3835","2004"
"3836","2004"
"3837","2004"
"3838","2001"
"3839","2001"
"3840","2023"
"3841","2023"
"3842","2022"
"3843","2016"
"3844","1970"
"3845","1988"
"3846","1988"
"3847","2019"
"3848","2019"
"3849","2022"
"3850","2022"
"3851","2013"
"3852","2013"
"3853","1994"
"3854","1992"
"3855","1998"
"3856","1998"
"3857","2022"
"3858","2022"
"3859","2022"
"3860","2007"
"3861","2002"
"3862","2002"
"3863","2002"
"3864","2010"
"3865","2010"
"3866","2010"
"3867","2010"
"3868","2010"
"3869","2003"
"3870","1990"
"3871","2009"
"3872","2009"
"3873","2009"
"3874","2009"
"3875","2009"
"3876","2017"
"3877","2015"
"3878","2022"
"3879","2021"
"3880","2023"
"3881","2022"
"3882","2023"
"3883","2010"
"3884","2023"
"3885","2023"
"3886","2005"
"3887","2005"
"3888","2018"
"3889","2018"
"3890","2018"
"3891","2018"
"3892","1982"
"3893","1998"
"3894","1995"
"3895","2001"
"3896","2013"
"3897","2013"
"3898","2013"
"3899","2002"
"3900","1992"
"3901","2015"
"3902","2015"
"3903","2015"
"3904","2015"
"3905","2000"
"3906","2008"
"3907","2017"
"3908","2017"
"3909","2017"
"3910","2017"
"3911","2017"
"3912","2017"
"3913","2017"
"3914","2006"
"3915","2007"
"3916","1999"
"3917","1999"
"3918","1999"
"3919","2019"
"3920","2019"
"3921","2006"
"3922","2006"
"3923","2004"
"3924","1995"
"3925","2003"
"3926","2003"
"3927","1996"
"3928","2022"
"3929","2010"
"3930","2022"
"3931","1990"
"3932","2018"
"3933","2018"
"3934","2018"
"3935","2016"
"3936","2016"
"3937","2016"
"3938","2016"
"3939","2000"
"3940","2000"
"3941","2000"
"3942","1992"
"3943","1992"
"3944","1992"
"3945","1992"
"3946","1997"
"3947","1997"
"3948","2006"
"3949","2006"
"3950","2001"
"3951","1997"
"3952","1997"
"3953","2017"
"3954","2014"
"3955","2013"
"3956","2013"
"3957","1999"
"3958","1986"
"3959","2024"
"3960","1988"
"3961","2000"
"3962","2000"
"3963","2000"
"3964","2015"
"3965","2015"
"3966","2015"
"3967","2015"
"3968","2015"
"3969","2015"
"3970","2015"
"3971","1986"
"3972","2003"
"3973","2003"
"3974","2003"
"3975","2009"
"3976","2009"
"3977","0"
"3978","0"
"3979","2004"
"3980","2004"
"3981","2004"
"3982","2004"
"3983","2017"
"3984","2017"
"3985","2017"
"3986","2017"
"3987","2017"
"3988","1994"
"3989","1994"
"3990","1985"
"3991","1985"
"3992","2022"
"3993","2003"
"3994","2019"
"3995","2019"
"3996","2019"
"3997","2019"
"3998","2017"
"3999","1994"
"4000","1994"
"4001","1994"
"4002","1994"
"4003","2003"
"4004","2003"
"4005","2003"
"4006","2014"
"4007","2014"
"4008","2019"
"4009","2019"
"4010","2019"
"4011","2022"
"4012","2022"
"4013","2022"
"4014","2022"
"4015","2022"
"4016","2022"
"4017","2022"
"4018","2022"
"4019","2022"
"4020","2009"
"4021","2009"
"4022","2019"
"4023","2019"
"4024","2016"
"4025","2016"
"4026","2006"
"4027","2015"
"4028","2016"
"4029","2016"
"4030","1990"
"4031","1982"
"4032","1997"
"4033","1997"
"4034","2023"
"4035","1996"
"4036","2024"
"4037","2024"
"4038","2024"
"4039","2013"
"4040","2013"
"4041","2013"
"4042","2013"
"4043","1996"
"4044","1996"
"4045","2012"
"4046","2006"
"4047","2006"
"4048","2006"
"4049","2013"
"4050","2006"
"4051","2012"
"4052","2012"
"4053","2012"
"4054","2012"
"4055","2003"
"4056","2003"
"4057","2003"
"4058","2016"
"4059","2016"
"4060","2000"
"4061","2000"
"4062","2019"
"4063","2019"
"4064","2019"
"4065","2012"
"4066","2012"
"4067","2012"
"4068","2012"
"4069","2006"
"4070","2019"
"4071","2019"
"4072","2019"
"4073","2019"
"4074","2014"
"4075","2001"
"4076","2005"
"4077","2005"
"4078","2014"
"4079","2013"
"4080","2013"
"4081","2016"
"4082","2006"
"4083","2008"
"4084","1985"
"4085","2014"
"4086","2014"
"4087","1985"
"4088","1999"
"4089","2014"
"4090","1979"
"4091","2011"
"4092","1999"
"4093","1999"
"4094","2016"
"4095","2000"
"4096","2012"
"4097","1996"
"4098","1996"
"4099","1996"
"4100","1987"
"4101","1997"
"4102","2003"
"4103","1986"
"4104","2002"
"4105","2002"
"4106","2002"
"4107","2023"
"4108","1997"
"4109","1997"
"4110","1987"
"4111","1979"
"4112","1979"
"4113","1989"
"4114","1989"
"4115","125"
"4116","2015"
"4117","2014"
"4118","2014"
"4119","2014"
"4120","2014"
"4121","2012"
"4122","1984"
"4123","1991"
"4124","1694"
"4125","2005"
"4126","2005"
"4127","1985"
"4128","1985"
"4129","1985"
"4130","1985"
"4131","2011"
"4132","1989"
"4133","1989"
"4134","1989"
"4135","1989"
"4136","1989"
"4137","1989"
"4138","1989"
"4139","1989"
"4140","2016"
"4141","2012"
"4142","2012"
"4143","1987"
"4144","2016"
"4145","2016"
"4146","1993"
"4147","1993"
"4148","2023"
"4149","1962"
"4150","2015"
"4151","2017"
"4152","2017"
"4153","2017"
"4154","2017"
"4155","2017"
"4156","2005"
"4157","2005"
"4158","2005"
"4159","2002"
"4160","2018"
"4161","1977"
"4162","1977"
"4163","1977"
"4164","1977"
"4165","1977"
"4166","1983"
"4167","1977"
"4168","1977"
"4169","2011"
"4170","2011"
"4171","2011"
"4172","2011"
"4173","2011"
"4174","2011"
"4175","2011"
"4176","2011"
"4177","2011"
"4178","2015"
"4179","1992"
"4180","1992"
"4181","1992"
"4182","1992"
"4183","2013"
"4184","2013"
"4185","2013"
"4186","2013"
"4187","2013"
"4188","1995"
"4189","1995"
"4190","2006"
"4191","2006"
"4192","2000"
"4193","2000"
"4194","2000"
"4195","1975"
"4196","1994"
"4197","1989"
"4198","2001"
"4199","1986"
"4200","1986"
"4201","1986"
"4202","1986"
"4203","2001"
"4204","1979"
"4205","2000"
"4206","2022"
"4207","2022"
"4208","2021"
"4209","2021"
"4210","2021"
"4211","2017"
"4212","2017"
"4213","2017"
"4214","1995"
"4215","2011"
"4216","1978"
"4217","2011"
"4218","2011"
"4219","2011"
"4220","2011"
"4221","2011"
"4222","1981"
"4223","1981"
"4224","2010"
"4225","2010"
"4226","2019"
"4227","1995"
"4228","1995"
"4229","1995"
"4230","1977"
"4231","1977"
"4232","2005"
"4233","2005"
"4234","2005"
"4235","2005"
"4236","1983"
"4237","2005"
"4238","2005"
"4239","2010"
"4240","2010"
"4241","1999"
"4242","2021"
"4243","2012"
"4244","2012"
"4245","1993"
"4246","1986"
"4247","2014"
"4248","2017"
"4249","2017"
"4250","2017"
"4251","2017"
"4252","2014"
"4253","2019"
"4254","2019"
"4255","2020"
"4256","2020"
"4257","1980"
"4258","1980"
"4259","1991"
"4260","1991"
"4261","1991"
"4262","1991"
"4263","2012"
"4264","2012"
"4265","2012"
"4266","2012"
"4267","1986"
"4268","1986"
"4269","1986"
"4270","1994"
"4271","1994"
"4272","1994"
"4273","1994"
"4274","1997"
"4275","2012"
"4276","2012"
"4277","1993"
"4278","2000"
"4279","1982"
"4280","1982"
"4281","2004"
"4282","1996"
"4283","1996"
"4284","1996"
"4285","1999"
"4286","1999"
"4287","1984"
"4288","1984"
"4289","1984"
"4290","1984"
"4291","2000"
"4292","2000"
"4293","1990"
"4294","1990"
"4295","1990"
"4296","1990"
"4297","1974"
"4298","1974"
"4299","1974"
"4300","1974"
"4301","2017"
"4302","2017"
"4303","2017"
"4304","2017"
"4305","2017"
"4306","2017"
"4307","2017"
"4308","2017"
"4309","1986"
"4310","1996"
"4311","2021"
"4312","2021"
"4313","2021"
"4314","2012"
"4315","2012"
"4316","2006"
"4317","2006"
"4318","2016"
"4319","1988"
"4320","1988"
"4321","1988"
"4322","1988"
"4323","2010"
"4324","1996"
"4325","1996"
"4326","2011"
"4327","2014"
"4328","2014"
"4329","2008"
"4330","2007"
"4331","2003"
"4332","2003"
"4333","2016"
"4334","2008"
"4335","1999"
"4336","1999"
"4337","1999"
"4338","1999"
"4339","1993"
"4340","2007"
"4341","1985"
"4342","2001"
"4343","2019"
"4344","2011"
"4345","2011"
"4346","1989"
"4347","1997"
"4348","2015"
"4349","2015"
"4350","2015"
"4351","2010"
"4352","1995"
"4353","1995"
"4354","1969"
"4355","1969"
"4356","1986"
"4357","1989"
"4358","1989"
"4359","1987"
"4360","1987"
"4361","1987"
"4362","1997"
"4363","1999"
"4364","2022"
"4365","2022"
"4366","2022"
"4367","2017"
"4368","2017"
"4369","2017"
"4370","2017"
"4371","2017"
"4372","2017"
"4373","2000"
"4374","2000"
"4375","1975"
"4376","1995"
"4377","1995"
"4378","1995"
"4379","1995"
"4380","1987"
"4381","1987"
"4382","1987"
"4383","3"
"4384","1994"
"4385","1994"
"4386","2011"
"4387","2016"
"4388","1996"
"4389","1996"
"4390","2022"
"4391","2022"
"4392","2022"
"4393","2000"
"4394","2000"
"4395","2000"
"4396","2016"
"4397","2016"
"4398","2016"
"4399","2016"
"4400","1973"
"4401","1989"
"4402","2018"
"4403","2013"
"4404","2019"
"4405","0"
"4406","2019"
"4407","2019"
"4408","2019"
"4409","2018"
"4410","2018"
"4411","2018"
"4412","2010"
"4413","2010"
"4414","2010"
"4415","2004"
"4416","2004"
"4417","1991"
"4418","2001"
"4419","2008"
"4420","2016"
"4421","1976"
"4422","1976"
"4423","1976"
"4424","1993"
"4425","1993"
"4426","1993"
"4427","1993"
"4428","1993"
"4429","2003"
"4430","2003"
"4431","2003"
"4432","2003"
"4433","2003"
"4434","2019"
"4435","1962"
"4436","2004"
"4437","2013"
"4438","1994"
"4439","1994"
"4440","2001"
"4441","1990"
"4442","1990"
"4443","1992"
"4444","1998"
"4445","2000"
"4446","2000"
"4447","1989"
"4448","2023"
"4449","2007"
"4450","2007"
"4451","2007"
"4452","1991"
"4453","2002"
"4454","2008"
"4455","2010"
"4456","2010"
"4457","2010"
"4458","2010"
"4459","2012"
"4460","2012"
"4461","2012"
"4462","2003"
"4463","1990"
"4464","2009"
"4465","2012"
"4466","2012"
"4467","2009"
"4468","2009"
"4469","2009"
"4470","2009"
"4471","2017"
"4472","2017"
"4473","2017"
"4474","2017"
"4475","2003"
"4476","2003"
"4477","2022"
"4478","2022"
"4479","2022"
"4480","2023"
"4481","2010"
"4482","2023"
"4483","2023"
"4484","2005"
"4485","2007"
"4486","2007"
"4487","1976"
"4488","1976"
"4489","1976"
"4490","1982"
"4491","1982"
"4492","1998"
"4493","2013"
"4494","2002"
"4495","2007"
"4496","2007"
"4497","2014"
"4498","2015"
"4499","2015"
"4500","2000"
"4501","1998"
"4502","1998"
"4503","1980"
"4504","1985"
"4505","1985"
"4506","1985"
"4507","1985"
"4508","1985"
"4509","1985"
"4510","1985"
"4511","1985"
"4512","1985"
"4513","2017"
"4514","2017"
"4515","2017"
"4516","2017"
"4517","2017"
"4518","2023"
"4519","2023"
"4520","2017"
"4521","2006"
"4522","2007"
"4523","2007"
"4524","2007"
"4525","2007"
"4526","2007"
"4527","1992"
"4528","1992"
"4529","1983"
"4530","1995"
"4531","1999"
"4532","2019"
"4533","2019"
"4534","2019"
"4535","2007"
"4536","2016"
"4537","2016"
"4538","2006"
"4539","1976"
"4540","2004"
"4541","2004"
"4542","2004"
"4543","1985"
"4544","1990"
"4545","1990"
"4546","1990"
"4547","1995"
"4548","1995"
"4549","2003"
"4550","2003"
"4551","2022"
"4552","2010"
"4553","1984"
"4554","2017"
"4555","2017"
"4556","2022"
"4557","1990"
"4558","2018"
"4559","2018"
"4560","2018"
"4561","2018"
"4562","2018"
"4563","2017"
"4564","2017"
"4565","2017"
"4566","1991"
"4567","1995"
"4568","1995"
"4569","1994"
"4570","2006"
"4571","2006"
"4572","2000"
"4573","1992"
"4574","1997"
"4575","1997"
"4576","1997"
"4577","2006"
"4578","2006"
"4579","2006"
"4580","2006"
"4581","2006"
"4582","2006"
"4583","2006"
"4584","2006"
"4585","2006"
"4586","2006"
"4587","2022"
"4588","2001"
"4589","1997"
"4590","2014"
"4591","2014"
"4592","2014"
"4593","2014"
"4594","2013"
"4595","2013"
"4596","2013"
"4597","2013"
"4598","2013"
"4599","1999"
"4600","1986"
"4601","2006"
"4602","1994"
"4603","1994"
"4604","1999"
"4605","1999"
"4606","1999"
"4607","1999"
"4608","1999"
"4609","1999"
"4610","1999"
"4611","2024"
"4612","2024"
"4613","2024"
"4614","2024"
"4615","2024"
"4616","1988"
"4617","1998"
"4618","1998"
"4619","2000"
"4620","2000"
"4621","2015"
"4622","2015"
"4623","2001"
"4624","1998"
"4625","1986"
"4626","2003"
"4627","2003"
"4628","2009"
"4629","0"
"4630","2004"
"4631","2004"
"4632","2004"
"4633","2004"
"4634","2004"
"4635","2004"
"4636","2004"
"4637","2004"
"4638","2004"
"4639","2017"
"4640","2017"
"4641","1985"
"4642","1985"
"4643","2022"
"4644","2022"
"4645","1988"
"4646","2001"
"4647","2017"
"4648","2017"
"4649","1994"
"4650","1994"
"4651","1994"
"4652","2001"
"4653","2001"
"4654","2022"
"4655","2022"
"4656","2009"
"4657","2016"
"4658","2015"
"4659","1994"
"4660","1994"
"4661","1994"
"4662","1994"
"4663","2016"
"4664","2016"
"4665","2016"
"4666","2016"
"4667","2023"
"4668","2018"
"4669","1990"
"4670","1982"
"4671","1982"
"4672","1997"
"4673","1997"
"4674","1997"
"4675","2023"
"4676","2023"
"4677","2023"
"4678","2023"
"4679","1992"
"4680","1996"
"4681","2024"
"4682","25"
"4683","25"
"4684","25"
"4685","2013"
"4686","2013"
"4687","2013"
"4688","1996"
"4689","2012"
"4690","2006"
"4691","3"
"4692","2013"
"4693","2014"
"4694","2006"
"4695","2012"
"4696","2012"
"4697","2012"
"4698","2012"
"4699","2012"
"4700","2012"
"4701","2012"
"4702","2003"
"4703","2003"
"4704","2000"
"4705","2000"
"4706","2000"
"4707","2000"
"4708","2012"
"4709","1979"
"4710","1979"
"4711","2006"
"4712","2019"
"4713","2019"
"4714","1984"
"4715","1992"
"4716","2019"
"4717","2019"
"4718","2014"
"4719","2014"
"4720","2014"
"4721","2014"
"4722","2014"
"4723","2014"
"4724","2014"
"4725","2014"
"4726","2014"
"4727","2001"
"4728","2001"
"4729","2023"
"4730","2023"
"4731","2023"
"4732","1981"
"4733","2005"
"4734","2014"
"4735","2014"
"4736","2013"
"4737","2013"
"4738","2016"
"4739","1998"
"4740","1998"
"4741","2008"
"4742","2008"
"4743","2008"
"4744","1985"
"4745","1985"
"4746","1985"
"4747","1985"
"4748","1985"
"4749","2014"
"4750","2004"
"4751","2004"
"4752","1985"
"4753","1999"
"4754","1999"
"4755","1991"
"4756","1991"
"4757","1991"
"4758","1991"
"4759","1991"
"4760","1991"
"4761","1991"
"4762","1991"
"4763","1991"
"4764","2014"
"4765","1979"
"4766","1979"
"4767","2011"
"4768","2011"
"4769","2011"
"4770","2011"
"4771","2011"
"4772","1999"
"4773","1999"
"4774","1999"
"4775","1999"
"4776","1999"
"4777","1999"
"4778","1999"
"4779","1999"
"4780","1999"
"4781","1999"
"4782","1999"
"4783","2016"
"4784","2012"
"4785","2012"
"4786","1996"
"4787","1997"
"4788","1997"
"4789","1986"
"4790","2002"
"4791","2002"
"4792","2002"
"4793","1997"
"4794","1997"
"4795","1997"
"4796","2012"
"4797","2012"
"4798","2012"
"4799","1979"
"4800","2014"
"4801","2014"
"4802","2012"
"4803","1991"
"4804","1991"
"4805","1991"
"4806","1991"
"4807","1991"
"4808","1991"
"4809","1694"
"4810","1694"
"4811","1694"
"4812","1694"
"4813","1694"
"4814","1694"
"4815","2005"
"4816","1985"
"4817","2011"
"4818","2011"
"4819","1989"
"4820","1989"
"4821","1989"
"4822","1989"
"4823","1989"
"4824","1989"
"4825","2016"
"4826","2016"
"4827","2016"
"4828","2012"
"4829","2012"
"4830","2012"
"4831","2016"
"4832","1993"
"4833","1993"
"4834","1993"
"4835","1962"
"4836","2015"
"4837","2015"
"4838","2015"
"4839","2015"
"4840","2015"
"4841","2015"
"4842","2017"
"4843","2005"
"4844","2005"
"4845","2005"
"4846","2005"
"4847","2005"
"4848","2005"
"4849","2005"
"4850","2005"
"4851","2005"
"4852","2005"
"4853","1977"
"4854","1977"
"4855","1977"
"4856","1983"
"4857","1983"
"4858","1983"
"4859","1977"
"4860","1977"
"4861","1977"
"4862","2011"
"4863","2011"
"4864","2011"
"4865","2011"
"4866","2011"
"4867","2011"
"4868","2015"
"4869","2015"
"4870","1992"
"4871","1992"
"4872","1992"
"4873","1992"
"4874","1994"
"4875","1991"
"4876","1989"
"4877","1989"
"4878","1989"
"4879","1989"
"4880","1986"
"4881","1979"
"4882","2000"
"4883","2000"
"4884","2022"
"4885","2022"
"4886","2017"
"4887","1995"
"4888","1994"
"4889","1994"
"4890","1994"
"4891","1994"
"4892","1978"
"4893","2011"
"4894","1981"
"4895","1981"
"4896","1981"
"4897","1981"
"4898","2017"
"4899","1981"
"4900","1981"
"4901","1981"
"4902","1981"
"4903","1977"
"4904","1994"
"4905","1994"
"4906","1994"
"4907","1994"
"4908","1983"
"4909","1983"
"4910","2010"
"4911","2010"
"4912","2010"
"4913","2010"
"4914","1999"
"4915","1999"
"4916","1999"
"4917","2021"
"4918","2012"
"4919","2012"
"4920","2012"
"4921","2012"
"4922","2012"
"4923","1993"
"4924","1993"
"4925","1993"
"4926","1993"
"4927","1986"
"4928","2017"
"4929","2019"
"4930","2023"
"4931","2020"
"4932","2020"
"4933","2012"
"4934","2012"
"4935","2012"
"4936","2012"
"4937","2012"
"4938","2012"
"4939","1999"
"4940","1999"
"4941","1999"
"4942","1999"
"4943","1999"
"4944","1999"
"4945","1999"
"4946","2012"
"4947","2012"
"4948","2012"
"4949","2012"
"4950","2012"
"4951","2012"
"4952","1999"
"4953","1999"
"4954","1999"
"4955","1999"
"4956","1999"
"4957","1999"
"4958","1999"
"4959","1994"
"4960","1997"
"4961","2012"
"4962","2012"
"4963","2012"
"4964","1993"
"4965","1993"
"4966","1993"
"4967","1993"
"4968","1993"
"4969","1993"
"4970","2016"
"4971","2016"
"4972","2016"
"4973","2016"
"4974","2000"
"4975","1982"
"4976","1982"
"4977","1985"
"4978","1985"
"4979","1985"
"4980","1985"
"4981","1996"
"4982","1999"
"4983","1999"
"4984","1999"
"4985","1999"
"4986","1999"
"4987","1984"
"4988","1984"
"4989","1984"
"4990","1984"
"4991","1984"
"4992","1984"
"4993","2021"
"4994","2021"
"4995","2021"
"4996","1988"
"4997","1988"
"4998","1988"
"4999","1988"
"5000","1988"
"5001","1988"
"5002","1988"
"5003","1988"
"5004","1988"
"5005","1988"
"5006","1988"
"5007","1988"
"5008","1988"
"5009","1988"
"5010","2010"
"5011","2011"
"5012","2011"
"5013","2008"
"5014","2008"
"5015","2007"
"5016","2003"
"5017","2016"
"5018","2016"
"5019","1999"
"5020","2007"
"5021","2007"
"5022","1985"
"5023","2001"
"5024","2001"
"5025","2019"
"5026","2011"
"5027","1997"
"5028","1980"
"5029","1995"
"5030","1995"
"5031","1969"
"5032","1969"
"5033","1969"
"5034","1986"
"5035","1986"
"5036","1986"
"5037","1989"
"5038","2022"
"5039","2000"
"5040","1980"
"5041","1995"
"5042","1987"
"5043","1987"
"5044","1994"
"5045","1994"
"5046","1994"
"5047","1994"
"5048","2011"
"5049","2016"
"5050","2016"
"5051","2016"
"5052","2016"
"5053","2022"
"5054","2022"
"5055","2022"
"5056","2000"
"5057","2016"
"5058","2016"
"5059","2016"
"5060","2016"
"5061","2016"
"5062","2016"
"5063","1973"
"5064","1973"
"5065","1973"
"5066","1973"
"5067","1973"
"5068","1973"
"5069","1973"
"5070","1989"
"5071","2013"
"5072","2019"
"5073","0"
"5074","2018"
"5075","2010"
"5076","2010"
"5077","2010"
"5078","2004"
"5079","2004"
"5080","2004"
"5081","2004"
"5082","2004"
"5083","2004"
"5084","1991"
"5085","2001"
"5086","2022"
"5087","2022"
"5088","2022"
"5089","2022"
"5090","2016"
"5091","2003"
"5092","2019"
"5093","2019"
"5094","2004"
"5095","2013"
"5096","1994"
"5097","1994"
"5098","1994"
"5099","1994"
"5100","1994"
"5101","2001"
"5102","2001"
"5103","1990"
"5104","1990"
"5105","1990"
"5106","1992"
"5107","1998"
"5108","1998"
"5109","2007"
"5110","2002"
"5111","2010"
"5112","2010"
"5113","2003"
"5114","1990"
"5115","2009"
"5116","2009"
"5117","2017"
"5118","2017"
"5119","2017"
"5120","2003"
"5121","2022"
"5122","2022"
"5123","2023"
"5124","2023"
"5125","2023"
"5126","2005"
"5127","2005"
"5128","2005"
"5129","2007"
"5130","2018"
"5131","2018"
"5132","2018"
"5133","1982"
"5134","1982"
"5135","1982"
"5136","1982"
"5137","1982"
"5138","1982"
"5139","1982"
"5140","1998"
"5141","1998"
"5142","1990"
"5143","1990"
"5144","1990"
"5145","1990"
"5146","2002"
"5147","2002"
"5148","2002"
"5149","2002"
"5150","2002"
"5151","2007"
"5152","2007"
"5153","2007"
"5154","2014"
"5155","2014"
"5156","2014"
"5157","2015"
"5158","2007"
"5159","2007"
"5160","2007"
"5161","1998"
"5162","1980"
"5163","1980"
"5164","1980"
"5165","1980"
"5166","1980"
"5167","1980"
"5168","1980"
"5169","1980"
"5170","1980"
"5171","1980"
"5172","1985"
"5173","1985"
"5174","1985"
"5175","1985"
"5176","1985"
"5177","1985"
"5178","2017"
"5179","2017"
"5180","2017"
"5181","2017"
"5182","2006"
"5183","2007"
"5184","1983"
"5185","1983"
"5186","1983"
"5187","1983"
"5188","1983"
"5189","2019"
"5190","2019"
"5191","2019"
"5192","2019"
"5193","2019"
"5194","2019"
"5195","2017"
"5196","2017"
"5197","2017"
"5198","2017"
"5199","2017"
"5200","2017"
"5201","2017"
"5202","2017"
"5203","2017"
"5204","2017"
"5205","2017"
"5206","2016"
"5207","2016"
"5208","2006"
"5209","2004"
"5210","2004"
"5211","2004"
"5212","2004"
"5213","1990"
"5214","1995"
"5215","1995"
"5216","1995"
"5217","1995"
"5218","1995"
"5219","2003"
"5220","2003"
"5221","2003"
"5222","2003"
"5223","1996"
"5224","1996"
"5225","1996"
"5226","1996"
"5227","1990"
"5228","1990"
"5229","2018"
"5230","2018"
"5231","2018"
"5232","2018"
"5233","2003"
"5234","2003"
"5235","2003"
"5236","1992"
"5237","1997"
"5238","0"
"5239","0"
"5240","0"
"5241","0"
"5242","0"
"5243","0"
"5244","0"
"5245","0"
"5246","0"
"5247","0"
"5248","0"
"5249","2006"
"5250","2014"
"5251","1986"
"5252","2003"
"5253","2003"
"5254","2003"
"5255","1999"
"5256","1999"
"5257","2024"
"5258","2024"
"5259","2024"
"5260","2024"
"5261","2024"
"5262","2001"
"5263","2001"
"5264","2001"
"5265","2001"
"5266","2001"
"5267","2001"
"5268","2001"
"5269","2001"
"5270","1998"
"5271","2009"
"5272","2009"
"5273","2009"
"5274","0"
"5275","0"
"5276","2004"
"5277","2022"
"5278","1988"
"5279","2001"
"5280","2017"
"5281","2017"
"5282","2017"
"5283","2017"
"5284","2017"
"5285","2017"
"5286","2017"
"5287","2017"
"5288","2017"
"5289","2017"
"5290","1994"
"5291","1994"
"5292","1994"
"5293","1994"
"5294","1994"
"5295","2001"
"5296","2001"
"5297","2001"
"5298","2022"
"5299","2022"
"5300","2022"
"5301","2022"
"5302","2022"
"5303","2022"
"5304","2022"
"5305","2022"
"5306","2022"
"5307","2022"
"5308","2022"
"5309","2022"
"5310","2022"
"5311","2009"
"5312","2016"
"5313","2016"
"5314","2015"
"5315","1994"
"5316","1994"
"5317","1994"
"5318","1994"
"5319","1994"
"5320","2016"
"5321","2016"
"5322","2023"
"5323","2018"
"5324","2018"
"5325","2018"
"5326","1990"
"5327","1990"
"5328","1983"
"5329","1983"
"5330","2023"
"5331","2023"
"5332","2023"
"5333","1992"
"5334","1992"
"5335","1992"
"5336","1996"
"5337","1996"
"5338","1996"
"5339","2013"
"5340","2013"
"5341","2013"
"5342","2013"
"5343","2013"
"5344","1996"
"5345","1996"
"5346","1996"
"5347","2012"
"5348","3"
"5349","3"
"5350","3"
"5351","3"
"5352","3"
"5353","2013"
"5354","2013"
"5355","2013"
"5356","2014"
"5357","2006"
"5358","2012"
"5359","2012"
"5360","2012"
"5361","2012"
"5362","2012"
"5363","2012"
"5364","2012"
"5365","2000"
"5366","2000"
"5367","2000"
"5368","2000"
"5369","2006"
"5370","2019"
"5371","1984"
"5372","1984"
"5373","1984"
"5374","1984"
"5375","1984"
"5376","1984"
"5377","2019"
"5378","2019"
"5379","2019"
